date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:40:36	1758/1758	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/brand/brand-thumb-05.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/brand/brand-thumb-05.webp	(from http://n1.hitechdonkey.com/)
09:40:36	1808/1808	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/brand/brand-thumb-06.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/brand/brand-thumb-06.webp	(from http://n1.hitechdonkey.com/)
09:40:47	63078/63078	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:38:00%20GMT	http://n1.hitechdonkey.com/assets/images/blog/blog-thumb-01.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/blog/blog-thumb-01.webp	(from http://n1.hitechdonkey.com/)
09:40:47	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Apr%202026%2004:10:50%20GMT	http://n1.hitechdonkey.com/blog-details.php	C:/xampp/htdocs/n1/n1.hitechdonkey.com/blog-details.61.delayed	(from http://n1.hitechdonkey.com/)
09:40:51	613435/613435	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202026%2011:37:57%20GMT	http://n1.hitechdonkey.com/assets/images/user/indian-user-02.png	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/user/indian-user-02.png	(from http://n1.hitechdonkey.com/)
09:40:52	1000218/1000218	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Apr%202026%2010:04:20%20GMT	http://n1.hitechdonkey.com/assets/images/about/13.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/about/13.webp	(from http://n1.hitechdonkey.com/)
09:40:52	32006/32006	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:38:00%20GMT	http://n1.hitechdonkey.com/assets/images/blog/blog-thumb-02.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/blog/blog-thumb-02.webp	(from http://n1.hitechdonkey.com/)
09:40:55	28870/28870	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:38:00%20GMT	http://n1.hitechdonkey.com/assets/images/blog/blog-thumb-03.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/blog/blog-thumb-03.webp	(from http://n1.hitechdonkey.com/)
09:40:57	30126/30126	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:38:00%20GMT	http://n1.hitechdonkey.com/assets/images/blog/blog-thumb-04.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/blog/blog-thumb-04.webp	(from http://n1.hitechdonkey.com/)
09:40:59	40792/40792	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/shape/footer-shape-01.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/shape/footer-shape-01.webp	(from http://n1.hitechdonkey.com/)
09:40:59	3468/3468	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/brand/brand-thumb-07.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/brand/brand-thumb-07.webp	(from http://n1.hitechdonkey.com/)
09:41:00	3474/3474	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/brand/brand-thumb-08.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/brand/brand-thumb-08.webp	(from http://n1.hitechdonkey.com/)
09:41:00	3222/3222	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/brand/brand-thumb-09.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/brand/brand-thumb-09.webp	(from http://n1.hitechdonkey.com/)
09:41:00	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Apr%202026%2004:11:03%20GMT	http://n1.hitechdonkey.com/terms-conditions.php	C:/xampp/htdocs/n1/n1.hitechdonkey.com/terms-conditions.php	(from http://n1.hitechdonkey.com/)
09:41:00	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Apr%202026%2004:11:04%20GMT	http://n1.hitechdonkey.com/privacy-policy.php	C:/xampp/htdocs/n1/n1.hitechdonkey.com/privacy-policy.php	(from http://n1.hitechdonkey.com/)
09:41:01	40800/40800	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/shape/footer-shape-02.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/shape/footer-shape-02.webp	(from http://n1.hitechdonkey.com/)
09:41:02	42/42	---MC-	404	error ('Not%20Found')	text/plain	etag:W/%222a-OptaAuiJdpDReDjsApeLlIDwGX4%22	https://cdn.jsdelivr.net/npm/meanmenu@2.0.8/jquery.meanmenu.min.js	C:/xampp/htdocs/n1/cdn.jsdelivr.net/npm/meanmenu@2.0.8/jquery.meanmenu.min.6e.delayed	(from http://n1.hitechdonkey.com/)
09:41:04	80727/80727	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20Apr%202026%2003:37:56%20GMT	http://n1.hitechdonkey.com/assets/js/vendor/bootstrap.bundle.min.js	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/js/vendor/bootstrap.bundle.min.js	(from http://n1.hitechdonkey.com/)
09:41:05	89501/89501	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20Apr%202026%2003:37:56%20GMT	http://n1.hitechdonkey.com/assets/js/vendor/jquery-3.7.1.min.js	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/js/vendor/jquery-3.7.1.min.js	(from http://n1.hitechdonkey.com/)
09:41:07	8415/8415	---MCZ	200	added ('OK')	application/javascript	etag:W/%2220df-39jArSknr2O9iJhPFpfQSLg+tB4%22	https://cdn.jsdelivr.net/npm/wowjs@1.1.3/dist/wow.min.js	C:/xampp/htdocs/n1/cdn.jsdelivr.net/npm/wowjs@1.1.3/dist/wow.min.js	(from http://n1.hitechdonkey.com/)
09:41:08	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%224ef8-9FXF8VP4cuUiZfh6ZE/4n+FKb7Y%22	https://cdn.jsdelivr.net/npm/magnific-popup@1.1.0/dist/jquery.magnific-popup.min.js	C:/xampp/htdocs/n1/cdn.jsdelivr.net/npm/magnific-popup@1.1.0/dist/jquery.magnific-popup.min.js	(from http://n1.hitechdonkey.com/)
09:41:09	154597/154597	---MCZ	200	added ('OK')	application/javascript	etag:W/%2225be5-n7vuhWVYfwo6iXqEBF16IW76OmQ%22	https://cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min.js	C:/xampp/htdocs/n1/cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min.js	(from http://n1.hitechdonkey.com/)
09:41:09	35445/35445	---MCZ	200	added ('OK')	application/javascript	etag:W/%228a75-xOWZTyTujI0s8tZgLwtWuQlqLpg%22	https://cdn.jsdelivr.net/npm/isotope-layout@3.0.6/dist/isotope.pkgd.min.js	C:/xampp/htdocs/n1/cdn.jsdelivr.net/npm/isotope-layout@3.0.6/dist/isotope.pkgd.min.js	(from http://n1.hitechdonkey.com/)
09:41:09	5485/5485	---MCZ	200	added ('OK')	application/javascript	etag:W/%22156d-3hKt66A0sOIA+aE2I4UvHiza20o%22	https://cdn.jsdelivr.net/npm/imagesloaded@5.0.0/imagesloaded.pkgd.min.js	C:/xampp/htdocs/n1/cdn.jsdelivr.net/npm/imagesloaded@5.0.0/imagesloaded.pkgd.min.js	(from http://n1.hitechdonkey.com/)
09:41:09	1230/1230	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20Apr%202026%2003:37:56%20GMT	http://n1.hitechdonkey.com/assets/js/vendor/ajax-form.js	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/js/vendor/ajax-form.js	(from http://n1.hitechdonkey.com/)
09:41:10	10433/10433	---MCZ	200	added ('OK')	application/javascript	etag:W/%2228c1-CDudKs0n7dhDYjPJNUOw+2EOUgU%22	https://cdn.jsdelivr.net/npm/@studio-freight/lenis@1.0.34/dist/lenis.min.js	C:/xampp/htdocs/n1/cdn.jsdelivr.net/npm/@studio-freight/lenis@1.0.34/dist/lenis.min.js	(from http://n1.hitechdonkey.com/)
09:41:11	15405/15405	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20Apr%202026%2003:37:56%20GMT	http://n1.hitechdonkey.com/assets/js/plugins/rs-splitText.min.js	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/js/plugins/rs-splitText.min.js	(from http://n1.hitechdonkey.com/)
09:41:12	17454/17454	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20Apr%202026%2003:37:56%20GMT	http://n1.hitechdonkey.com/assets/js/plugins/rs-anim-int.js	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/js/plugins/rs-anim-int.js	(from http://n1.hitechdonkey.com/)
09:41:12	37200/37200	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20Apr%202026%2003:37:56%20GMT	http://n1.hitechdonkey.com/assets/js/plugins/rs-scroll-trigger.min.js	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/js/plugins/rs-scroll-trigger.min.js	(from http://n1.hitechdonkey.com/)
09:41:13	1752/1752	---MCZ	200	added ('OK')	application/javascript	etag:W/%226d8-nt+F/Npp8u+Ju4XD8frzWhx6lEI%22	https://cdn.jsdelivr.net/npm/jquery.appear@1.0.1/jquery.appear.min.js	C:/xampp/htdocs/n1/cdn.jsdelivr.net/npm/jquery.appear@1.0.1/jquery.appear.min.js	(from http://n1.hitechdonkey.com/)
09:41:13	2942/2942	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b7e-2VRfixOerls4feGmCoSr6UnH6I8%22	https://cdn.jsdelivr.net/npm/jquery-nice-select@1.1.0/js/jquery.nice-select.min.js	C:/xampp/htdocs/n1/cdn.jsdelivr.net/npm/jquery-nice-select@1.1.0/js/jquery.nice-select.min.js	(from http://n1.hitechdonkey.com/)
09:41:14	72214/72214	---MCZ	200	added ('OK')	application/javascript	etag:W/%2211a16-LSb0wGBJGsmA0JymhziNNhAlbrc%22	https://cdn.jsdelivr.net/npm/gsap@3.12.5/dist/gsap.min.js	C:/xampp/htdocs/n1/cdn.jsdelivr.net/npm/gsap@3.12.5/dist/gsap.min.js	(from http://n1.hitechdonkey.com/)
09:41:15	10264/10264	---MCZ	200	added ('OK')	application/javascript	etag:W/%222818-fhsIuBBMeoOhtahV8Zd6ZoZ5Zgk%22	https://cdn.jsdelivr.net/npm/odometer@0.4.8/odometer.min.js	C:/xampp/htdocs/n1/cdn.jsdelivr.net/npm/odometer@0.4.8/odometer.min.js	(from http://n1.hitechdonkey.com/)
09:41:15	27118/27118	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269ee-RykjUX8TwwN+SJNe+H4ACSDXiu4%22	https://cdn.jsdelivr.net/npm/nouislider@15.7.1/dist/nouislider.min.js	C:/xampp/htdocs/n1/cdn.jsdelivr.net/npm/nouislider@15.7.1/dist/nouislider.min.js	(from http://n1.hitechdonkey.com/)
09:41:15	34613/34613	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2014%20Apr%202026%2013:05:03%20GMT	http://n1.hitechdonkey.com/assets/js/main.js	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/js/main.js	(from http://n1.hitechdonkey.com/)
09:41:30	809990/809990	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202026%2011:40:09%20GMT	http://n1.hitechdonkey.com/assets/images/user/indian-user-03.png	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/user/indian-user-03.png	(from http://n1.hitechdonkey.com/)
09:41:30	165440/165440	---M--	200	added ('OK')	font/woff2	etag:W/%2228640-yPPYqUlUaaC7wMmYA8KM+xzSl0Q%22	https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.woff2?t=1718271040674	C:/xampp/htdocs/n1/cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon0c93.woff2	(from https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.css)
09:41:30	227384/227384	---M--	200	added ('OK')	font/woff	etag:W/%2237838-4/IRbLcEPNg78pT41rf0mF5dXis%22	https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.woff?t=1718271040674	C:/xampp/htdocs/n1/cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon0c93.woff	(from https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.css)
09:41:30	532732/532732	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22820fc-eeG2+V15fKjUFyWtpC+CdM4RsWw%22	https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.eot?t=1718271040674	C:/xampp/htdocs/n1/cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon0c93.eot	(from https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.css)
09:41:31	532560/532560	---MCZ	200	added ('OK')	font/ttf	etag:W/%2282050-jOdMLOCGNR0MoyPLe0Hiucwn8P0%22	https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.ttf?t=1718271040674	C:/xampp/htdocs/n1/cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon0c93.ttf	(from https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.css)
09:41:32	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Apr%202026%2004:11:34%20GMT	http://n1.hitechdonkey.com/assets/images/shape/cross-out.html	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/shape/cross-out.84.delayed	(from http://n1.hitechdonkey.com/assets/css/main.css)
09:41:33	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Apr%202026%2004:11:36%20GMT	http://n1.hitechdonkey.com/financial-services.php	C:/xampp/htdocs/n1/n1.hitechdonkey.com/financial-services.87.delayed	(from http://n1.hitechdonkey.com/about-mission.php)
09:41:33	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Apr%202026%2004:11:36%20GMT	http://n1.hitechdonkey.com/team.php	C:/xampp/htdocs/n1/n1.hitechdonkey.com/team.php	(from http://n1.hitechdonkey.com/about-mission.php)
09:41:34	6996/6996	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/work/working-thumb-03.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/work/working-thumb-03.webp	(from http://n1.hitechdonkey.com/about-mission.php)
09:41:38	9558/9558	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/feature/feature-thumb-13.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/feature/feature-thumb-13.webp	(from http://n1.hitechdonkey.com/industry-clients.php)
09:41:42	11418/11418	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/feature/feature-thumb-14.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/feature/feature-thumb-14.webp	(from http://n1.hitechdonkey.com/industry-clients.php)
09:41:49	14492/14492	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/feature/feature-thumb-15.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/feature/feature-thumb-15.webp	(from http://n1.hitechdonkey.com/industry-clients.php)
09:41:54	9944/9944	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/feature/feature-thumb-16.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/feature/feature-thumb-16.webp	(from http://n1.hitechdonkey.com/industry-clients.php)
09:41:58	2496056/2496056	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22261638-Cr3iLZ437ntcfHcNsLoYBQVk00E%22	https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.svg?t=1718271040674	C:/xampp/htdocs/n1/cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon0c93.svg	(from https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.css)
09:41:59	14658/14658	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/feature/feature-thumb-17.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/feature/feature-thumb-17.webp	(from http://n1.hitechdonkey.com/industry-clients.php)
09:41:59	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Apr%202026%2004:12:02%20GMT	http://n1.hitechdonkey.com/assets/images/feature/feature-thumb-12.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/feature/feature-thumb-12.webp	(from http://n1.hitechdonkey.com/industry-clients.php)
09:42:00	4522/4522	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/brand/brand-thumb-10.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/brand/brand-thumb-10.webp	(from http://n1.hitechdonkey.com/industry-clients.php)
09:42:01	3682/3682	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:56%20GMT	http://n1.hitechdonkey.com/assets/images/brand/brand-thumb-11.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/brand/brand-thumb-11.webp	(from http://n1.hitechdonkey.com/industry-clients.php)
09:42:01	3018/3018	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/brand/brand-thumb-13.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/brand/brand-thumb-13.webp	(from http://n1.hitechdonkey.com/industry-clients.php)
09:42:02	3752/3752	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/brand/brand-thumb-14.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/brand/brand-thumb-14.webp	(from http://n1.hitechdonkey.com/industry-clients.php)
09:42:03	3952/3952	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/brand/brand-thumb-15.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/brand/brand-thumb-15.webp	(from http://n1.hitechdonkey.com/industry-clients.php)
09:42:04	3132/3132	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/brand/brand-thumb-16.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/brand/brand-thumb-16.webp	(from http://n1.hitechdonkey.com/industry-clients.php)
09:42:07	56562/56562	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/feature/feature-thumb-11.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/feature/feature-thumb-11.webp	(from http://n1.hitechdonkey.com/industry-clients.php)
09:42:08	542/542	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/shape/squre-shape.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/shape/squre-shape.webp	(from http://n1.hitechdonkey.com/industry-clients.php)
09:42:08	27464/27464	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/shape/cta-shape-01.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/shape/cta-shape-01.webp	(from http://n1.hitechdonkey.com/industry-clients.php)
09:42:18	62664/62664	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/cta/cta-thumb-01.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/cta/cta-thumb-01.webp	(from http://n1.hitechdonkey.com/industry-clients.php)
09:42:19	3354/3354	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:56%20GMT	http://n1.hitechdonkey.com/assets/images/favicon.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/favicon.webp	(from http://n1.hitechdonkey.com/awards.php)
09:43:38	484278/484278	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Apr%202026%2009:28:16%20GMT	http://n1.hitechdonkey.com/assets/images/about/9.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/about/9.webp	(from http://n1.hitechdonkey.com/it-emerging-tech-enablement.php)
09:43:38	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Apr%202026%2004:13:41%20GMT	http://n1.hitechdonkey.com/about.php	C:/xampp/htdocs/n1/n1.hitechdonkey.com/about.9d.delayed	(from http://n1.hitechdonkey.com/it-emerging-tech-enablement.php)
09:44:32	1024502/1024502	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Apr%202026%2013:01:12%20GMT	http://n1.hitechdonkey.com/assets/images/about/16.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/about/16.webp	(from http://n1.hitechdonkey.com/industry-clients.php)
09:44:38	32466/32466	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/services/services-thumb-10.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/services/services-thumb-10.webp	(from http://n1.hitechdonkey.com/it-emerging-tech-enablement.php)
09:44:43	29740/29740	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/services/services-thumb-11.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/services/services-thumb-11.webp	(from http://n1.hitechdonkey.com/it-emerging-tech-enablement.php)
09:44:51	49620/49620	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/services/services-thumb-12.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/services/services-thumb-12.webp	(from http://n1.hitechdonkey.com/it-emerging-tech-enablement.php)
09:44:59	43638/43638	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/services/services-thumb-14.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/services/services-thumb-14.webp	(from http://n1.hitechdonkey.com/it-emerging-tech-enablement.php)
09:45:06	42440/42440	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/services/services-thumb-15.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/services/services-thumb-15.webp	(from http://n1.hitechdonkey.com/it-emerging-tech-enablement.php)
09:45:13	41482/41482	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/services/services-thumb-16.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/services/services-thumb-16.webp	(from http://n1.hitechdonkey.com/it-emerging-tech-enablement.php)
09:45:19	1319709/1319709	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Apr%202026%2011:23:13%20GMT	http://n1.hitechdonkey.com/assets/images/about/15.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/about/15.webp	(from http://n1.hitechdonkey.com/about-mission.php)
09:45:54	1396311/1396311	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Apr%202026%2004:25:40%20GMT	http://n1.hitechdonkey.com/assets/images/about/34.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/about/34.webp	(from http://n1.hitechdonkey.com/awards.php)
09:46:29	467784/467784	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Apr%202026%2010:49:16%20GMT	http://n1.hitechdonkey.com/assets/images/about/14.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/about/14.webp	(from http://n1.hitechdonkey.com/it-emerging-tech-enablement.php)
09:46:57	602597/602597	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Apr%202026%2009:24:55%20GMT	http://n1.hitechdonkey.com/assets/images/about/5.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/about/5.webp	(from http://n1.hitechdonkey.com/it-emerging-tech-enablement.php)
09:47:02	28646/28646	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/testimonial/testimonial-thumb-01.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/testimonial/testimonial-thumb-01.webp	(from http://n1.hitechdonkey.com/it-emerging-tech-enablement.php)
09:47:35	417506/417506	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Apr%202026%2009:25:34%20GMT	http://n1.hitechdonkey.com/assets/images/about/6.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/about/6.webp	(from http://n1.hitechdonkey.com/it-emerging-tech-enablement.php)
09:47:45	55250/55250	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/feature/feature-thumb-01.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/feature/feature-thumb-01.webp	(from http://n1.hitechdonkey.com/why-choose-us.php)
09:47:53	49258/49258	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/feature/feature-thumb-02.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/feature/feature-thumb-02.webp	(from http://n1.hitechdonkey.com/why-choose-us.php)
09:48:03	1652878/1652878	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Apr%202026%2019:29:39%20GMT	http://n1.hitechdonkey.com/assets/images/about/17.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/about/17.webp	(from http://n1.hitechdonkey.com/it-emerging-tech-enablement.php)
09:48:09	95912/95912	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/feature/feature-thumb-03.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/feature/feature-thumb-03.webp	(from http://n1.hitechdonkey.com/why-choose-us.php)
